event_id,action_id,round_id,buyer_offer_id,buyer_id,listing_id,property_id,agent_id,action_price,sales_price,original_list_price,final_listing_price,unit_sales_price,de_action_price,de_sales_price,de_unit_sales_price,de_original_list_price,de_final_listing_price,actor,action,multiple_buyers,multiple_buyers_adjusted,number_of_additional_offers,number_of_add_offers_adjusted,total_num_buyers_action,total_num_buyers_round,total_num_buyers_event,deal_status,censustract,property_latitude,property_longitude,property_type,num_bedrooms,num_bathrooms,approx_sq_ft,lot_sq_ft,financing_contingency_waived,inspection_contingency_waived,escalation_clause,preinspection,client_letter,year_built,deal_status_notes,walk_score,transit_score,bike_score,prob_offer_sub_date,listing_date,off_market_date,sales_date,offer_submitted_date,offer_accepted_date,action_date,zipcode,listing_year
001370852fffd22950e8d19c12f0988b_2016-04-06,2,1,7a5f7f7be3e6c423151ee470cf1670f7,f62b8095bec2b36d4282d55fe35b9ec4,576cbe6c9ea6c868637f85b6e3360d6a,001370852fffd22950e8d19c12f0988b,060afc8a563aaccd288f98b7c8723b61,480000,5.00E+05,519000,519000,191.7913361,435486.4375,453631.7188,174.0052643,470869.7188,470869.7188,buyer,buyer_offer,FALSE,FALSE,NA,0,1,1,1,Closed (Success),17043846405,41.78583908,-88.17610931,Single Family Residential,4,2.5,2607,11438,FALSE,FALSE,FALSE,FALSE,FALSE,1968,NA,20,0,42,0,2016/4/6 05:00,2016/4/22,2016/6/20 04:59,2016/4/24 12:10,2016/4/21 23:59,2016/4/24,60563,2016
001370852fffd22950e8d19c12f0988b_2016-04-06,1,1,,,576cbe6c9ea6c868637f85b6e3360d6a,001370852fffd22950e8d19c12f0988b,,519000,5.00E+05,519000,519000,191.7913361,470869.7188,453631.7188,174.0052643,470869.7188,470869.7188,seller,seller_initialize,,,NA,NA,NA,1,1,,17043846405,41.78583908,-88.17610931,Single Family Residential,4,2.5,2607,11438,FALSE,FALSE,FALSE,FALSE,FALSE,1968,NA,20,0,42,0,2016/4/6 05:00,2016/4/22,2016/6/20 04:59,2016/4/24 12:10,,2016/4/6,60563,2016
00b2fd07ffb644247149c0dc546b113b_2012-09-28,2,1,a9f55616f04bc4d42200ab35302f6d60,9f5f583e4a11c52613c342ce65756495,2c69eea89b80343be4627b43dc63cf7c,00b2fd07ffb644247149c0dc546b113b,70ece1e1e0931919438fcfc6bd5f199c,262000,264000,279900,279900,154.7479553,251809.7344,249355.9531,146.1641083,269013.5313,269013.5313,buyer,buyer_offer,FALSE,FALSE,NA,0,1,1,1,Closed (Success),48113001203,32.80247116,-96.74323273,Single Family Residential,3,2,1706,7405,FALSE,FALSE,FALSE,FALSE,FALSE,1941,NA,34,29,46,0,2012/9/28 00:01,2012/12/19,2013/1/29 00:00,2012/12/19 18:44,2012/12/19 23:59,2012/12/19,75223,2012
00b2fd07ffb644247149c0dc546b113b_2012-09-28,1,1,,,2c69eea89b80343be4627b43dc63cf7c,00b2fd07ffb644247149c0dc546b113b,,279900,264000,279900,279900,154.7479553,269013.5313,249355.9531,146.1641083,269013.5313,269013.5313,seller,seller_initialize,,,NA,NA,NA,1,1,,48113001203,32.80247116,-96.74323273,Single Family Residential,3,2,1706,7405,FALSE,FALSE,FALSE,FALSE,FALSE,1941,NA,34,29,46,0,2012/9/28 00:01,2012/12/19,2013/1/29 00:00,2012/12/19 18:44,,2012/9/28,75223,2012
01299f50f55038becc1001c41787419d_2019-10-01,1,1,,,4286edd2af249cd7cee74b8c6d4b9b56,01299f50f55038becc1001c41787419d,,330000,340000,330000,330000,307.9710083,282119.7813,290668.875,263.2870178,282119.7813,282119.7813,seller,seller_initialize,,,NA,NA,NA,1,1,,13089020400,33.76196289,-84.34465027,Condo/Co-op,2,1,1104,NA,FALSE,FALSE,FALSE,FALSE,FALSE,2008,NA,77,56,69,0,2019/9/30 23:59,2019/10/4,2019/11/5 00:00,2019/10/3 12:40,,2019/9/30,30307,2019
01299f50f55038becc1001c41787419d_2019-10-01,2,1,88924d1db08411d9d0db2f92288643b0,f762b6d41041c31d2e8dcfd1a449bc1f,4286edd2af249cd7cee74b8c6d4b9b56,01299f50f55038becc1001c41787419d,8d9538d163f6009cec27b8e61cbdd981,340000,340000,330000,330000,307.9710083,290668.875,290668.875,263.2870178,282119.7813,282119.7813,buyer,buyer_offer,FALSE,FALSE,NA,0,1,1,1,Closed (Success),13089020400,33.76196289,-84.34465027,Condo/Co-op,2,1,1104,NA,FALSE,FALSE,FALSE,FALSE,FALSE,2008,NA,77,56,69,0,2019/9/30 23:59,2019/10/4,2019/11/5 00:00,2019/10/3 12:40,2019/10/4 00:00,2019/10/3,30307,2019
04da69484c9acd761d8952be43a0060b_2017-11-01,1,1,,,1354ed52dfdc845dccca8f36570cc0de,04da69484c9acd761d8952be43a0060b,,575000,NA,575000,575000,NA,511945.5313,NA,NA,511945.5313,511945.5313,seller,seller_initialize,,,NA,NA,NA,1,1,,12095018700,28.55816269,-81.40851593,Single Family Residential,4,3.5,2816,10407,FALSE,FALSE,FALSE,FALSE,FALSE,1959,NA,23,39,34,0,2017/11/1 00:00,2018/5/17,,2018/5/18 04:32,,2017/11/1,32804,2017
04da69484c9acd761d8952be43a0060b_2017-11-01,2,1,6df96aa72c121ad5c5ece55e4b61e4d5,380e49604436f78316e8ece7d6bc20af,1354ed52dfdc845dccca8f36570cc0de,04da69484c9acd761d8952be43a0060b,233f1dd0f3f537bcb7a338ea74d63483,550000,NA,575000,575000,NA,478398.2813,NA,NA,511945.5313,511945.5313,buyer,buyer_offer,FALSE,FALSE,NA,0,1,1,1,Offer Failed Due to Failed Inspection,12095018700,28.55816269,-81.40851593,Single Family Residential,4,3.5,2816,10407,FALSE,FALSE,FALSE,FALSE,FALSE,1959,NA,23,39,34,0,2017/11/1 00:00,2018/5/17,,2018/5/18 04:32,2018/5/16 23:59,2018/5/18,32804,2017
053dfd0e9a1bcd20c18f41cb70cdaaf6_2018-08-14,1,1,,,8a82fbdb27b2a9b1d29ed2fa420b4237,053dfd0e9a1bcd20c18f41cb70cdaaf6,,239900,239900,239900,239900,144.5180664,208668.6406,208668.6406,125.7039871,208668.6406,208668.6406,seller,seller_initialize,,,3,3,4,4,4,,12109020801,30.11327171,-81.57654572,Single Family Residential,4,2,1660,NA,FALSE,FALSE,FALSE,FALSE,FALSE,2003,NA,4,0,27,0,2018/8/13 23:59,2018/8/24,2018/9/6 23:59,2018/8/15 14:33,,2018/8/13,32259,2018
053dfd0e9a1bcd20c18f41cb70cdaaf6_2018-08-14,2,1,5de19e029352148caf5bbdd5ccaca0db,011e1e995b116b87c97b9791505b6cb0,8a82fbdb27b2a9b1d29ed2fa420b4237,053dfd0e9a1bcd20c18f41cb70cdaaf6,9c7f9ec6a570ab270604c03a8614d588,239900,239900,239900,239900,144.5180664,208668.6406,208668.6406,125.7039871,208668.6406,208668.6406,buyer,buyer_offer,TRUE,TRUE,3,3,4,4,4,Closed (Success),12109020801,30.11327171,-81.57654572,Single Family Residential,4,2,1660,NA,FALSE,FALSE,FALSE,FALSE,FALSE,2003,NA,4,0,27,0,2018/8/13 23:59,2018/8/24,2018/9/6 23:59,2018/8/15 14:33,2018/8/14 23:59,2018/8/15,32259,2018
0540c9038813beb18611559c96522a85_2016-05-27,2,1,e270050836632fe0c6b42554773ba5c5,25cb26e45e5daf729a8d85b179babe81,0c42ff5592b239dd25ac92e311f017bb,0540c9038813beb18611559c96522a85,8860a4e27cbbe4c63821b429211684a3,610000,639000,649000,649000,272.2624512,553430.6875,579741.3125,247.0137634,588813.9375,588813.9375,buyer,buyer_offer,TRUE,TRUE,1,1,2,2,2,Closed (Success),6059086903,33.82435608,-117.9910889,Single Family Residential,4,3.5,2347,7209,TRUE,FALSE,FALSE,FALSE,TRUE,1964,NA,55,35,52,0,2016/5/27 00:00,2016/6/17,2016/6/17 00:01,2016/6/1 10:21,2016/6/3 23:59,2016/6/1,92804,2016
0540c9038813beb18611559c96522a85_2016-05-27,1,1,,,0c42ff5592b239dd25ac92e311f017bb,0540c9038813beb18611559c96522a85,,649000,639000,649000,649000,272.2624512,588813.9375,579741.3125,247.0137634,588813.9375,588813.9375,seller,seller_initialize,,,1,1,2,2,2,,6059086903,33.82435608,-117.9910889,Single Family Residential,4,3.5,2347,7209,TRUE,FALSE,FALSE,FALSE,TRUE,1964,NA,55,35,52,0,2016/5/27 00:00,2016/6/17,2016/6/17 00:01,2016/6/1 10:21,,2016/5/27,92804,2016
063164a70bd71628324aa1a7efe669f7_2018-08-28,1,1,,,e4f421253661b72561db3a340d7da760,063164a70bd71628324aa1a7efe669f7,,329000,325000,329000,329000,200.24646,286169.1563,282689.9063,174.1773987,286169.1563,286169.1563,seller,seller_initialize,,,NA,NA,NA,1,1,,48201530300,29.81661797,-95.38639069,Single Family Residential,3,2.5,1623,3210,FALSE,FALSE,FALSE,FALSE,FALSE,2018,NA,48,42,52,0,2018/8/28 00:00,2018/10/2,2018/11/21 00:00,2018/10/1 10:05,,2018/8/28,77022,2018
063164a70bd71628324aa1a7efe669f7_2018-08-28,2,1,d1ac7ecf4859d030de8aeeb0ef5fe4b5,355d0543b451abaf2ba4205cad538a80,e4f421253661b72561db3a340d7da760,063164a70bd71628324aa1a7efe669f7,b522259710151f8cc7870b970b4e0930,325000,325000,329000,329000,200.24646,282689.9063,282689.9063,174.1773987,286169.1563,286169.1563,buyer,buyer_offer,FALSE,FALSE,NA,0,1,1,1,Closed (Success),48201530300,29.81661797,-95.38639069,Single Family Residential,3,2.5,1623,3210,FALSE,FALSE,FALSE,FALSE,FALSE,2018,NA,48,42,52,0,2018/8/28 00:00,2018/10/2,2018/11/21 00:00,2018/10/1 10:05,2018/10/2 00:00,2018/10/1,77022,2018
06c0ae1cebed9045a17ae32aeeac36df_2017-09-11,3,2,,,10ec02f10c12fc16a2e134d119ccff25,06c0ae1cebed9045a17ae32aeeac36df,,360000,NA,385000,360000,NA,313133.4375,NA,NA,342780.9375,320522.4375,seller,seller_revise,,,1,1,2,2,2,,34021003601,40.24689102,-74.77727509,Single Family Residential,5,4,3246,9000,FALSE,FALSE,FALSE,FALSE,FALSE,1950,NA,57,NA,47,0,2017/9/8 23:59,2018/2/26,,2017/11/18 13:48,,2018/2/18,8618,2017
06c0ae1cebed9045a17ae32aeeac36df_2017-09-11,1,1,,,10ec02f10c12fc16a2e134d119ccff25,06c0ae1cebed9045a17ae32aeeac36df,,385000,NA,385000,360000,NA,342780.9375,NA,NA,342780.9375,320522.4375,seller,seller_initialize,,,1,1,2,2,2,,34021003601,40.24689102,-74.77727509,Single Family Residential,5,4,3246,9000,FALSE,FALSE,FALSE,FALSE,FALSE,1950,NA,57,NA,47,0,2017/9/8 23:59,2018/2/26,,2017/11/18 13:48,,2017/9/11,8618,2017
06c0ae1cebed9045a17ae32aeeac36df_2017-09-11,2,1,cd4f2be7d9c2d62e96c6ca9410aad93a,4aee0d019cb125ceab1e69c799e73694,10ec02f10c12fc16a2e134d119ccff25,06c0ae1cebed9045a17ae32aeeac36df,255ea887b8bca36797426dfb35a809cc,275000,NA,385000,360000,NA,244843.5156,NA,NA,342780.9375,320522.4375,buyer,buyer_offer,TRUE,TRUE,1,1,2,2,2,Offer Rejected Due to Price,34021003601,40.24689102,-74.77727509,Single Family Residential,5,4,3246,9000,FALSE,FALSE,FALSE,FALSE,FALSE,1950,NA,57,NA,47,0,2017/9/8 23:59,2018/2/26,,2017/11/18 13:48,2017/11/18 14:14,2017/11/18,8618,2017
07f592adbc52337ce762899bba6e0e38_2016-03-31,2,1,d6190257d280c789eaf2eedee72713f3,7cdadff359a94104bae2232f08f0632e,73c391ae14f656d2ae2f514e14ce738e,07f592adbc52337ce762899bba6e0e38,d8e1344e27a5b08cdfd5d027d9b8d6de,520000,570000,515000,515000,555.555542,471776.9688,517140.1563,504.0352173,467240.6563,467240.6563,buyer,buyer_offer,TRUE,TRUE,12,12,13,13,13,Offer Rejected Due to General Terms,6037271701,34.02459335,-118.4139481,Townhouse,2,2.5,1026,4839,FALSE,FALSE,FALSE,FALSE,TRUE,1991,NA,84,55,79,0,2016/3/31 00:01,2016/4/18,2016/5/18 23:59,2016/4/10 21:10,,2016/4/10,90034,2016
07f592adbc52337ce762899bba6e0e38_2016-03-31,1,1,,,73c391ae14f656d2ae2f514e14ce738e,07f592adbc52337ce762899bba6e0e38,,515000,570000,515000,515000,555.555542,467240.6563,517140.1563,504.0352173,467240.6563,467240.6563,seller,seller_initialize,,,12,12,13,13,13,,6037271701,34.02459335,-118.4139481,Townhouse,2,2.5,1026,4839,FALSE,FALSE,FALSE,FALSE,TRUE,1991,NA,84,55,79,0,2016/3/31 00:01,2016/4/18,2016/5/18 23:59,2016/4/10 21:10,,2016/3/31,90034,2016
0a6457938e091bc781b9be124cdebfc3_2016-03-30,1,1,,,2554cb110018947a477a7e9d3a1c838d,0a6457938e091bc781b9be124cdebfc3,,765000,792500,765000,765000,425.6176147,694056.5,719006.25,386.1472778,694056.5,694056.5,seller,seller_initialize,,,6,6,7,7,7,,51013101300,38.87722397,-77.13334656,Single Family Residential,3,2.5,1862,5344,FALSE,FALSE,FALSE,FALSE,FALSE,1940,NA,54,41,79,0,2016/3/29 23:59,2016/4/4,2016/6/9 23:59,2016/4/3 12:00,,2016/3/29,22205,2016
0a6457938e091bc781b9be124cdebfc3_2016-03-30,2,1,4ed6c0dd15b425e513ef14fedce69778,466ce12050468fb80847fd03c236ade7,2554cb110018947a477a7e9d3a1c838d,0a6457938e091bc781b9be124cdebfc3,e6cbc650cd5798a05dfd0f51d14cde5c,765000,792500,765000,765000,425.6176147,694056.5,719006.25,386.1472778,694056.5,694056.5,buyer,buyer_offer,TRUE,TRUE,6,6,7,7,7,Offer Rejected Due to Multiple Offers,51013101300,38.87722397,-77.13334656,Single Family Residential,3,2.5,1862,5344,FALSE,FALSE,FALSE,FALSE,FALSE,1940,NA,54,41,79,0,2016/3/29 23:59,2016/4/4,2016/6/9 23:59,2016/4/3 12:00,,2016/4/3,22205,2016
0b7d609a6126ad46f79c68a5b8ebed1f_2017-06-23,1,1,,,5870dcef4bc7717ffa8eb9b874e11d4a,0b7d609a6126ad46f79c68a5b8ebed1f,,599900,525000,599900,539900,134.9267578,534115,456652.9063,117.3613281,534115,480694.5938,seller,seller_initialize,,,NA,NA,NA,NA,NA,,42045409904,40.00156021,-75.40128326,Single Family Residential,3,2.5,3891,81457,FALSE,FALSE,FALSE,FALSE,FALSE,1981,NA,1,NA,7,0,2017/6/22 23:59,2018/6/3,2018/6/3 23:59,2018/3/9 16:30,,2017/6/22,19073,2017
0b7d609a6126ad46f79c68a5b8ebed1f_2017-06-23,5,4,72e524b68783f2733f1a1a7ad4676411,d719c2d5613742a985b6bcd5586c1582,5870dcef4bc7717ffa8eb9b874e11d4a,0b7d609a6126ad46f79c68a5b8ebed1f,35d58f24d7a7701719c983a1ef1979b1,525000,525000,599900,539900,134.9267578,456652.9063,456652.9063,117.3613281,534115,480694.5938,buyer,buyer_offer,TRUE,TRUE,NA,NA,NA,NA,NA,Closed (Success),42045409904,40.00156021,-75.40128326,Single Family Residential,3,2.5,3891,81457,FALSE,FALSE,FALSE,FALSE,FALSE,1981,NA,1,NA,7,0,2017/6/22 23:59,2018/6/3,2018/6/3 23:59,2018/3/9 16:30,2018/3/11 23:59,2018/3/9,19073,2017
0b7d609a6126ad46f79c68a5b8ebed1f_2017-06-23,4,4,,,5870dcef4bc7717ffa8eb9b874e11d4a,0b7d609a6126ad46f79c68a5b8ebed1f,,539900,525000,599900,539900,134.9267578,480694.5938,456652.9063,117.3613281,534115,480694.5938,seller,seller_revise,,,NA,NA,NA,NA,NA,,42045409904,40.00156021,-75.40128326,Single Family Residential,3,2.5,3891,81457,FALSE,FALSE,FALSE,FALSE,FALSE,1981,NA,1,NA,7,0,2017/6/22 23:59,2018/6/3,2018/6/3 23:59,2018/3/9 16:30,,2017/12/28,19073,2017
0b7d609a6126ad46f79c68a5b8ebed1f_2017-06-23,3,3,,,5870dcef4bc7717ffa8eb9b874e11d4a,0b7d609a6126ad46f79c68a5b8ebed1f,,550000,525000,599900,539900,134.9267578,489687.0313,456652.9063,117.3613281,534115,480694.5938,seller,seller_revise,,,NA,NA,NA,NA,NA,,42045409904,40.00156021,-75.40128326,Single Family Residential,3,2.5,3891,81457,FALSE,FALSE,FALSE,FALSE,FALSE,1981,NA,1,NA,7,0,2017/6/22 23:59,2018/6/3,2018/6/3 23:59,2018/3/9 16:30,,2017/10/6,19073,2017
0b7d609a6126ad46f79c68a5b8ebed1f_2017-06-23,2,2,,,5870dcef4bc7717ffa8eb9b874e11d4a,0b7d609a6126ad46f79c68a5b8ebed1f,,575000,525000,599900,539900,134.9267578,511945.5313,456652.9063,117.3613281,534115,480694.5938,seller,seller_revise,,,NA,NA,NA,NA,NA,,42045409904,40.00156021,-75.40128326,Single Family Residential,3,2.5,3891,81457,FALSE,FALSE,FALSE,FALSE,FALSE,1981,NA,1,NA,7,0,2017/6/22 23:59,2018/6/3,2018/6/3 23:59,2018/3/9 16:30,,2017/9/13,19073,2017
0dd7fd93ce116484ac8b3f750011be1d_2016-05-12,2,1,2fa3a807488b6af5bb0e78c25ba9f0a6,a30f46f28479d34d9beca6677fcad8c4,9c7117ff9592a6b7120c6960ad8557d0,0dd7fd93ce116484ac8b3f750011be1d,a42b4dde8771da0b852889d591002ad6,410000,422000,399900,399900,NA,371978,382865.1563,NA,362814.625,362814.625,buyer,buyer_offer,TRUE,TRUE,NA,NA,NA,NA,NA,Offer Rejected Due to Multiple Offers,17031020400,42.00705719,-87.68452454,Single Family Residential,3,2.5,NA,4173,FALSE,FALSE,FALSE,FALSE,FALSE,1920,NA,72,57,70,0,2016/5/12 04:59,2016/5/16,2016/6/30 04:59,2016/5/23 08:13,,2016/5/23,60645,2016
0dd7fd93ce116484ac8b3f750011be1d_2016-05-12,1,1,,,9c7117ff9592a6b7120c6960ad8557d0,0dd7fd93ce116484ac8b3f750011be1d,,399900,422000,399900,399900,NA,362814.625,382865.1563,NA,362814.625,362814.625,seller,seller_initialize,,,NA,NA,NA,NA,NA,,17031020400,42.00705719,-87.68452454,Single Family Residential,3,2.5,NA,4173,FALSE,FALSE,FALSE,FALSE,FALSE,1920,NA,72,57,70,0,2016/5/12 04:59,2016/5/16,2016/6/30 04:59,2016/5/23 08:13,,2016/5/11,60645,2016
0e32ab03931be3e1d5edcbccea11b40b_2019-05-08,1,1,,,c5d42f12b13c4bf1171703f6c652fe01,0e32ab03931be3e1d5edcbccea11b40b,,599000,579935,599000,599000,359.9844666,512090.1563,495791.3438,307.7537537,512090.1563,512090.1563,seller,seller_initialize,,,NA,NA,NA,1,1,,6037554101,33.89451981,-118.1233978,Single Family Residential,3,2,1611,6805,TRUE,FALSE,FALSE,FALSE,FALSE,1940,NA,71,NA,57,0,2019/5/7 23:59,2019/5/16,2019/6/11 23:59,2019/5/20 13:36,,2019/5/7,90706,2019
0e32ab03931be3e1d5edcbccea11b40b_2019-05-08,2,1,6c60f5189e0f5f5c8a53b7a0155e7ce0,d4ca2348e60fbf607902939aba8bfd81,c5d42f12b13c4bf1171703f6c652fe01,0e32ab03931be3e1d5edcbccea11b40b,6cbab356d49502660d99ed767604a327,585000,579935,599000,599000,359.9844666,500121.4375,495791.3438,307.7537537,512090.1563,512090.1563,buyer,buyer_offer,FALSE,FALSE,NA,0,1,1,1,Closed (Success),6037554101,33.89451981,-118.1233978,Single Family Residential,3,2,1611,6805,TRUE,FALSE,FALSE,FALSE,FALSE,1940,NA,71,NA,57,0,2019/5/7 23:59,2019/5/16,2019/6/11 23:59,2019/5/20 13:36,2019/5/22 00:00,2019/5/20,90706,2019
0e4b6ef81b2f5455ea485625ef6d7ae2_2014-04-27,1,1,,,e0224b142de03160e74e06f07c2e49a8,0e4b6ef81b2f5455ea485625ef6d7ae2,,329900,320000,329900,329900,140.9070892,305814.8125,296637.5625,130.6197968,305814.8125,305814.8125,seller,seller_initialize,,,NA,NA,NA,NA,NA,,12099005903,26.57622147,-80.16130829,Single Family Residential,3,2,2271,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1999,NA,5,NA,27,0,2014/4/27 00:00,2014/5/13,2014/7/1 00:00,2014/4/29 06:19,,2014/4/27,33467,2014
0e4b6ef81b2f5455ea485625ef6d7ae2_2014-04-27,2,1,4018bb9d7068fae4654bad6d4c13c993,aeb0224e3b0810b187830dfb4a1b7e28,e0224b142de03160e74e06f07c2e49a8,0e4b6ef81b2f5455ea485625ef6d7ae2,690bb330e5e7e3e07867fafc4d32ec82,315000,320000,329900,329900,140.9070892,292002.625,296637.5625,130.6197968,305814.8125,305814.8125,buyer,buyer_offer,TRUE,TRUE,NA,NA,NA,NA,NA,Closed (Success),12099005903,26.57622147,-80.16130829,Single Family Residential,3,2,2271,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1999,NA,5,NA,27,0,2014/4/27 00:00,2014/5/13,2014/7/1 00:00,2014/4/29 06:19,2014/4/30 00:01,2014/4/29,33467,2014
0e940d165f0773a20e34a8ef994f77fe_2019-04-19,2,1,af7ec44b4c99ac1a92e7e0d7b0790685,4a205d13561e9586a916dc718b291f26,3f3c672ae2bf59bb9b015a03c74f5989,0e940d165f0773a20e34a8ef994f77fe,023b39a74b7b4acd060dedc0431c3dbc,290000,280000,295000,285000,147.2908936,247923.4531,239374.375,125.9202271,252198,243648.9063,buyer,buyer_offer,FALSE,FALSE,NA,0,1,1,1,Closed (Success),48491020506,30.51399612,-97.7313385,Single Family Residential,4,2,1901,5729,FALSE,FALSE,FALSE,FALSE,FALSE,2000,NA,20,NA,33,0,2019/4/19 00:00,2019/5/18,2019/7/8 23:59,2019/5/18 11:54,2019/5/18 23:59,2019/5/18,78681,2019
0e940d165f0773a20e34a8ef994f77fe_2019-04-19,3,2,,,3f3c672ae2bf59bb9b015a03c74f5989,0e940d165f0773a20e34a8ef994f77fe,,285000,280000,295000,285000,147.2908936,243648.9063,239374.375,125.9202271,252198,243648.9063,seller,seller_revise,,,NA,NA,NA,NA,1,,48491020506,30.51399612,-97.7313385,Single Family Residential,4,2,1901,5729,FALSE,FALSE,FALSE,FALSE,FALSE,2000,NA,20,NA,33,0,2019/4/19 00:00,2019/5/18,2019/7/8 23:59,2019/5/18 11:54,,2019/5/29,78681,2019
0e940d165f0773a20e34a8ef994f77fe_2019-04-19,1,1,,,3f3c672ae2bf59bb9b015a03c74f5989,0e940d165f0773a20e34a8ef994f77fe,,295000,280000,295000,285000,147.2908936,252198,239374.375,125.9202271,252198,243648.9063,seller,seller_initialize,,,NA,NA,NA,1,1,,48491020506,30.51399612,-97.7313385,Single Family Residential,4,2,1901,5729,FALSE,FALSE,FALSE,FALSE,FALSE,2000,NA,20,NA,33,0,2019/4/19 00:00,2019/5/18,2019/7/8 23:59,2019/5/18 11:54,,2019/4/19,78681,2019
0ea5bc8c8cebc1ea8b6d216f01e5206c_2015-12-26,2,1,2342af8143e9616357c070236c1cd7da,9049b5eaf89906a880db71520a021ff6,725e1ba1159e4ff5ec03dc7dfc25eed1,0ea5bc8c8cebc1ea8b6d216f01e5206c,b73ce398c39f506af761d2277d853a92,550000,550000,545900,545900,343.75,504451.5313,498994.875,311.8717957,500691.0625,500691.0625,buyer,buyer_offer,FALSE,FALSE,NA,0,1,1,1,Closed (Success),53033021903,47.71860123,-122.1820831,Single Family Residential,3,2.5,1600,3344,FALSE,FALSE,TRUE,FALSE,TRUE,2001,NA,61,47,58,0,2015/12/25 23:59,2015/12/30,2016/1/28 23:59,2015/12/29 14:40,2015/12/30 23:59,2015/12/29,98034,2015
0ea5bc8c8cebc1ea8b6d216f01e5206c_2015-12-26,1,1,,,725e1ba1159e4ff5ec03dc7dfc25eed1,0ea5bc8c8cebc1ea8b6d216f01e5206c,,545900,550000,545900,545900,343.75,500691.0625,498994.875,311.8717957,500691.0625,500691.0625,seller,seller_initialize,,,NA,NA,NA,1,1,,53033021903,47.71860123,-122.1820831,Single Family Residential,3,2.5,1600,3344,FALSE,FALSE,TRUE,FALSE,TRUE,2001,NA,61,47,58,0,2015/12/25 23:59,2015/12/30,2016/1/28 23:59,2015/12/29 14:40,,2015/12/25,98034,2015
0f36a4ee43f158561e1d4b0c5191fafe_2018-09-20,1,1,,,7a29dff346dbc024adeb6f055e47abc6,0f36a4ee43f158561e1d4b0c5191fafe,,498000,475000,498000,475000,167.01828,433167.9063,413162.1563,145.2750244,433167.9063,413162.1563,seller,seller_initialize,,,NA,NA,NA,1,1,,53053940011,47.31504059,-122.4153671,Single Family Residential,4,2.5,2844,10626,FALSE,FALSE,FALSE,FALSE,FALSE,1990,NA,1,NA,1,0,2018/9/20 00:00,2018/10/13,2018/11/21 00:00,2018/9/20 12:01,,2018/9/20,98422,2018
0f36a4ee43f158561e1d4b0c5191fafe_2018-09-20,3,2,,,7a29dff346dbc024adeb6f055e47abc6,0f36a4ee43f158561e1d4b0c5191fafe,,475000,475000,498000,475000,167.01828,413162.1563,413162.1563,145.2750244,433167.9063,413162.1563,seller,seller_revise,,,NA,NA,NA,NA,1,,53053940011,47.31504059,-122.4153671,Single Family Residential,4,2.5,2844,10626,FALSE,FALSE,FALSE,FALSE,FALSE,1990,NA,1,NA,1,0,2018/9/20 00:00,2018/10/13,2018/11/21 00:00,2018/9/20 12:01,,2018/10/12,98422,2018
0f36a4ee43f158561e1d4b0c5191fafe_2018-09-20,2,1,61b6de8ae8e31ffe28679892a0d46140,d2903f72e128dbe6ef6174eef0ee0de7,7a29dff346dbc024adeb6f055e47abc6,0f36a4ee43f158561e1d4b0c5191fafe,52130c418d4f02c74f74a5bc1f8020b2,498000,475000,498000,475000,167.01828,433167.9063,413162.1563,145.2750244,433167.9063,413162.1563,buyer,buyer_offer,FALSE,FALSE,NA,0,1,1,1,Offer Rejected (Other Reason),53053940011,47.31504059,-122.4153671,Single Family Residential,4,2.5,2844,10626,FALSE,FALSE,FALSE,FALSE,FALSE,1990,NA,1,NA,1,0,2018/9/20 00:00,2018/10/13,2018/11/21 00:00,2018/9/20 12:01,,2018/9/20,98422,2018
0f96a7395b4495bc71409cfed5b71a21_2019-01-05,1,1,,,8c7716bfe68d8fbcfce805538042977a,0f96a7395b4495bc71409cfed5b71a21,,299000,288000,299000,299000,146.3414612,255617.625,246213.6406,125.108551,255617.625,255617.625,seller,seller_initialize,,,NA,NA,NA,NA,NA,,55059002903,42.567379,-88.13222504,Single Family Residential,3,2,1968,35719,FALSE,FALSE,FALSE,FALSE,FALSE,1949,NA,17,NA,34,0,2019/1/5 08:48,2019/2/27,2019/3/1 00:00,2019/1/5 16:55,,2019/1/5,53168,2019
0f96a7395b4495bc71409cfed5b71a21_2019-01-05,2,1,05cf6ff99aa44ea02b0e2aacb4ed439e,230ce42cff9e56ff586ac7315f348d08,8c7716bfe68d8fbcfce805538042977a,0f96a7395b4495bc71409cfed5b71a21,f5aa4bd09c07d8b2f65bad6c7cd3358f,299000,288000,299000,299000,146.3414612,255617.625,246213.6406,125.108551,255617.625,255617.625,buyer,buyer_offer,FALSE,TRUE,NA,NA,NA,NA,NA,Offer Rejected Due to Multiple Offers,55059002903,42.567379,-88.13222504,Single Family Residential,3,2,1968,35719,FALSE,FALSE,FALSE,FALSE,FALSE,1949,NA,17,NA,34,0,2019/1/5 08:48,2019/2/27,2019/3/1 00:00,2019/1/5 16:55,,2019/1/5,53168,2019
